ENTSTATION,EXTSTATION,Fare
Brookland-CUA,Southern Avenue,3.8
Brookland-CUA,West Hyattsville,2.25
Brookland-CUA,Congress Heights,3.6
Brookland-CUA,Archives-Navy Memorial-Penn Quarter,2.45
Brookland-CUA,Waterfront,2.8
Brookland-CUA,Grosvenor-Strathmore,4.9
Brookland-CUA,Minnesota Ave,3.35
Brookland-CUA,Braddock Road,4.45
Brookland-CUA,East Falls Church,4.55
Brookland-CUA,Capitol South,2.7
Brookland-CUA,Naylor Road,3.9
Brookland-CUA,Van Dorn Street,5.55
Brookland-CUA,Cleveland Park,3.0
Brookland-CUA,Court House,3.45
Brookland-CUA,Arlington Cemetery,3.3
Brookland-CUA,Mt Vernon Sq 7th St-Convention Center,2.35
Brookland-CUA,Pentagon,3.25
Brookland-CUA,Branch Ave,4.75
Brookland-CUA,Potomac Ave,2.95
Brookland-CUA,Union Station,2.25
Brookland-CUA,College Park-U of Md,3.1
Brookland-CUA,Forest Glen,3.3
Brookland-CUA,Anacostia,3.2
Brookland-CUA,Vienna/Fairfax-GMU,6.0
Brookland-CUA,Largo Town Center,4.9
Brookland-CUA,U Street/African-Amer Civil War Memorial/Cardozo,2.4
Brookland-CUA,Glenmont,4.25
Brookland-CUA,Franconia-Springfield,6.0
Brookland-CUA,L'Enfant Plaza,2.6
Brookland-CUA,Navy Yard-Ballpark,2.9
Brookland-CUA,Clarendon,3.6
Brookland-CUA,Greenbelt,3.8
Brookland-CUA,NoMa-Gallaudet U,2.25
Brookland-CUA,McLean,5.55
Brookland-CUA,Woodley Park-Zoo/Adams Morgan,2.85
Brookland-CUA,Shaw-Howard U,2.35
Brookland-CUA,Federal Triangle,2.5
Brookland-CUA,Tysons Corner,5.7
Brookland-CUA,Federal Center SW,2.65
Brookland-CUA,New Carrollton,4.6
Brookland-CUA,Friendship Heights,3.65
Brookland-CUA,Huntington,5.0
Brookland-CUA,King St-Old Town,4.65
Brookland-CUA,Crystal City,3.55
Brookland-CUA,White Flint,5.3
Brookland-CUA,Takoma,2.35
Brookland-CUA,Smithsonian,2.6
Brookland-CUA,Bethesda,4.05
Brookland-CUA,Shady Grove,6.0
Brookland-CUA,Prince George's Plaza,2.5
Brookland-CUA,Dunn Loring-Merrifield,5.7
Brookland-CUA,Judiciary Square,2.25
Brookland-CUA,Stadium-Armory,3.0
Brookland-CUA,Gallery Pl-Chinatown,2.35
Brookland-CUA,Eastern Market,2.8
Brookland-CUA,Van Ness-UDC,3.15
Brookland-CUA,Capitol Heights,3.9
Brookland-CUA,Rockville,6.0
Brookland-CUA,Greensboro,5.95
Brookland-CUA,Rhode Island Ave-Brentwood,2.25
Brookland-CUA,Fort Totten,2.25
Brookland-CUA,West Falls Church-VT/UVA,5.05
Brookland-CUA,Columbia Heights,2.25
Brookland-CUA,Suitland,4.25
Brookland-CUA,Eisenhower Avenue,4.85
Brookland-CUA,Foggy Bottom-GWU,2.75
Brookland-CUA,Ballston-MU,3.9
Brookland-CUA,Pentagon City,3.45
Brookland-CUA,Metro Center,2.4
Brookland-CUA,Morgan Boulevard,4.55
Brookland-CUA,Wheaton,3.75
Brookland-CUA,Virginia Square-GMU,3.75
Brookland-CUA,Addison Road-Seat Pleasant,4.2
Brookland-CUA,Tenleytown-AU,3.45
Brookland-CUA,Deanwood,3.5
Brookland-CUA,Medical Center,4.3
Brookland-CUA,Georgia Ave-Petworth,2.25
Brookland-CUA,Dupont Circle,2.65
Brookland-CUA,McPherson Square,2.5
Brookland-CUA,Landover,4.2
Brookland-CUA,Spring Hill,6.0
Brookland-CUA,Ronald Reagan Washington National Airport,3.65
Brookland-CUA,Benning Road,3.5
Brookland-CUA,Farragut West,2.6
Brookland-CUA,Twinbrook,5.6
Brookland-CUA,Wiehle-Reston East,6.0
Brookland-CUA,Cheverly,3.8
Eastern Market,Silver Spring,4.15
Eastern Market,Rosslyn,2.8
Eastern Market,Farragut North,2.25
Eastern Market,Southern Avenue,2.85
Eastern Market,West Hyattsville,3.55
Eastern Market,Congress Heights,2.6
Eastern Market,Archives-Navy Memorial-Penn Quarter,2.25
Eastern Market,Waterfront,2.25
Eastern Market,Grosvenor-Strathmore,5.1
Eastern Market,Minnesota Ave,2.3
Eastern Market,Braddock Road,3.6
Eastern Market,East Falls Church,4.25
Eastern Market,Capitol South,2.25
Eastern Market,Naylor Road,3.05
Eastern Market,Van Dorn Street,4.75
Eastern Market,Cleveland Park,3.0
Eastern Market,Court House,3.1
Eastern Market,Arlington Cemetery,2.7
Eastern Market,Mt Vernon Sq 7th St-Convention Center,2.25
Eastern Market,Pentagon,2.4
Eastern Market,Branch Ave,3.9
Eastern Market,Potomac Ave,2.25
Eastern Market,Union Station,2.25
Eastern Market,College Park-U of Md,4.35
Eastern Market,Forest Glen,4.6
Eastern Market,Anacostia,2.25
Eastern Market,Vienna/Fairfax-GMU,6.0
Eastern Market,Largo Town Center,4.0
Eastern Market,U Street/African-Amer Civil War Memorial/Cardozo,2.35
Eastern Market,Glenmont,5.55
Eastern Market,Franconia-Springfield,5.7
Eastern Market,L'Enfant Plaza,2.25
Eastern Market,Navy Yard-Ballpark,2.25
Eastern Market,Clarendon,3.25
Eastern Market,Greenbelt,5.05
Eastern Market,NoMa-Gallaudet U,2.25
Eastern Market,McLean,5.4
Eastern Market,Woodley Park-Zoo/Adams Morgan,2.8
Eastern Market,Shaw-Howard U,2.25
Eastern Market,Federal Triangle,2.25
Eastern Market,Tysons Corner,5.55
Eastern Market,Federal Center SW,2.25
Eastern Market,New Carrollton,3.9
Eastern Market,Friendship Heights,3.7
Eastern Market,Huntington,4.1
Eastern Market,King St-Old Town,3.75
Eastern Market,Crystal City,2.65
Eastern Market,White Flint,5.5
Eastern Market,Takoma,3.75
Eastern Market,Smithsonian,2.25
Eastern Market,Bethesda,4.2
Eastern Market,Shady Grove,6.0
Eastern Market,Prince George's Plaza,3.85
Eastern Market,Dunn Loring-Merrifield,5.45
Eastern Market,Judiciary Square,2.25
Eastern Market,Stadium-Armory,2.25
Eastern Market,Gallery Pl-Chinatown,2.25
Eastern Market,Brookland-CUA,2.8
Eastern Market,Van Ness-UDC,3.2
Eastern Market,Capitol Heights,2.9
Eastern Market,Rockville,6.0
Eastern Market,Greensboro,5.75
Eastern Market,Rhode Island Ave-Brentwood,2.5
Eastern Market,Fort Totten,3.2
Eastern Market,West Falls Church-VT/UVA,4.8
Eastern Market,Columbia Heights,2.6
Eastern Market,Suitland,3.45
Eastern Market,Eisenhower Avenue,3.95
Eastern Market,Foggy Bottom-GWU,2.45
Eastern Market,Ballston-MU,3.55
Eastern Market,Pentagon City,2.6
Eastern Market,Metro Center,2.25
Eastern Market,Morgan Boulevard,3.65
Eastern Market,Wheaton,5.05
Eastern Market,Virginia Square-GMU,3.4
Eastern Market,Addison Road-Seat Pleasant,3.2
Eastern Market,Tenleytown-AU,3.5
Eastern Market,Deanwood,2.55
Eastern Market,Medical Center,4.45
Eastern Market,Georgia Ave-Petworth,2.85
Eastern Market,Dupont Circle,2.4
Eastern Market,McPherson Square,2.25
Eastern Market,Landover,3.5
Eastern Market,Spring Hill,5.95
Eastern Market,Ronald Reagan Washington National Airport,2.75
Eastern Market,Benning Road,2.4
Eastern Market,Farragut West,2.25
Eastern Market,Twinbrook,5.8
Eastern Market,Wiehle-Reston East,6.0
Eastern Market,Cheverly,2.95
Van Ness-UDC,Silver Spring,3.85
Van Ness-UDC,Rosslyn,2.85
Van Ness-UDC,Farragut North,2.25
Van Ness-UDC,Southern Avenue,4.15
Van Ness-UDC,West Hyattsville,3.8
Van Ness-UDC,Congress Heights,3.9
Van Ness-UDC,Archives-Navy Memorial-Penn Quarter,2.65
Van Ness-UDC,Waterfront,3.05
Van Ness-UDC,Grosvenor-Strathmore,3.4
Van Ness-UDC,Minnesota Ave,3.9
Van Ness-UDC,Braddock Road,4.55
Van Ness-UDC,East Falls Church,4.1
Van Ness-UDC,Capitol South,3.05
Van Ness-UDC,Naylor Road,4.35
Van Ness-UDC,Van Dorn Street,5.45
Van Ness-UDC,Cleveland Park,2.25
Van Ness-UDC,Court House,3.15
Van Ness-UDC,Arlington Cemetery,3.15
Van Ness-UDC,Mt Vernon Sq 7th St-Convention Center,2.6
Van Ness-UDC,Pentagon,3.3
Van Ness-UDC,Branch Ave,5.2
Van Ness-UDC,Potomac Ave,3.35
Van Ness-UDC,Union Station,2.8
Van Ness-UDC,College Park-U of Md,4.65
Van Ness-UDC,Forest Glen,4.25
Van Ness-UDC,Anacostia,3.55
Van Ness-UDC,Vienna/Fairfax-GMU,5.95
Van Ness-UDC,Largo Town Center,5.5
Van Ness-UDC,U Street/African-Amer Civil War Memorial/Cardozo,2.6
Van Ness-UDC,Glenmont,5.2
Van Ness-UDC,Franconia-Springfield,6.0
Van Ness-UDC,L'Enfant Plaza,2.85
Van Ness-UDC,Navy Yard-Ballpark,3.2
Van Ness-UDC,Clarendon,3.3
Van Ness-UDC,Greenbelt,5.25
Van Ness-UDC,NoMa-Gallaudet U,2.9
Van Ness-UDC,McLean,5.0
Van Ness-UDC,Woodley Park-Zoo/Adams Morgan,2.25
Van Ness-UDC,Shaw-Howard U,2.6
Van Ness-UDC,Federal Triangle,2.6
Van Ness-UDC,Tysons Corner,5.2
Van Ness-UDC,Federal Center SW,2.9
Van Ness-UDC,New Carrollton,5.15
Van Ness-UDC,Friendship Heights,2.25
Van Ness-UDC,Huntington,5.05
Van Ness-UDC,King St-Old Town,4.7
Van Ness-UDC,Crystal City,3.6
Van Ness-UDC,White Flint,3.8
Van Ness-UDC,Takoma,3.55
Van Ness-UDC,Smithsonian,2.7
Van Ness-UDC,Bethesda,2.4
Van Ness-UDC,Shady Grove,5.45
Van Ness-UDC,Prince George's Plaza,4.1
Van Ness-UDC,Dunn Loring-Merrifield,5.25
Van Ness-UDC,Judiciary Square,2.65
Van Ness-UDC,Stadium-Armory,3.5
Van Ness-UDC,Gallery Pl-Chinatown,2.55
Van Ness-UDC,Brookland-CUA,3.15
Van Ness-UDC,Eastern Market,3.2
Van Ness-UDC,Capitol Heights,4.5
Van Ness-UDC,Rockville,4.7
Van Ness-UDC,Greensboro,5.4
Van Ness-UDC,Rhode Island Ave-Brentwood,3.05
Van Ness-UDC,Fort Totten,3.25
Van Ness-UDC,West Falls Church-VT/UVA,4.55
Van Ness-UDC,Columbia Heights,2.65
Van Ness-UDC,Suitland,4.75
Van Ness-UDC,Eisenhower Avenue,4.9
Van Ness-UDC,Foggy Bottom-GWU,2.6
Van Ness-UDC,Ballston-MU,3.55
Van Ness-UDC,Pentagon City,3.45
Van Ness-UDC,Metro Center,2.5
Van Ness-UDC,Morgan Boulevard,5.15
Van Ness-UDC,Wheaton,4.7
Van Ness-UDC,Virginia Square-GMU,3.4
Van Ness-UDC,Addison Road-Seat Pleasant,4.75
Van Ness-UDC,Tenleytown-AU,2.25
Van Ness-UDC,Deanwood,4.1
Van Ness-UDC,Medical Center,2.7
Van Ness-UDC,Georgia Ave-Petworth,2.85
Van Ness-UDC,Dupont Circle,2.25
Van Ness-UDC,McPherson Square,2.5
Van Ness-UDC,Landover,4.8
Van Ness-UDC,Spring Hill,5.55
Van Ness-UDC,Ronald Reagan Washington National Airport,3.75
Van Ness-UDC,Benning Road,4.1
Van Ness-UDC,Farragut West,2.55
Van Ness-UDC,Twinbrook,4.1
Van Ness-UDC,Wiehle-Reston East,6.0
Van Ness-UDC,Cheverly,4.4
Capitol Heights,Silver Spring,5.2
Capitol Heights,Rosslyn,4.25
Capitol Heights,Farragut North,3.75
Capitol Heights,Southern Avenue,3.9
Capitol Heights,West Hyattsville,4.4
Capitol Heights,Congress Heights,3.75
Capitol Heights,Archives-Navy Memorial-Penn Quarter,3.4
Capitol Heights,Waterfront,3.4
Capitol Heights,Grosvenor-Strathmore,6.0
Capitol Heights,Minnesota Ave,2.6
Capitol Heights,Braddock Road,4.85
Capitol Heights,East Falls Church,5.65
Capitol Heights,Capitol South,3.05
Capitol Heights,Naylor Road,3.9
Capitol Heights,Van Dorn Street,6.0
Capitol Heights,Cleveland Park,4.35
Capitol Heights,Court House,4.55
Capitol Heights,Arlington Cemetery,4.2
Capitol Heights,Mt Vernon Sq 7th St-Convention Center,3.55
Capitol Heights,Pentagon,3.95
Capitol Heights,Branch Ave,4.45
Capitol Heights,Potomac Ave,2.7
Capitol Heights,Union Station,3.5
Capitol Heights,College Park-U of Md,4.95
Capitol Heights,Forest Glen,5.65
Capitol Heights,Anacostia,3.55
Capitol Heights,Vienna/Fairfax-GMU,6.0
Capitol Heights,Largo Town Center,2.5
Capitol Heights,U Street/African-Amer Civil War Memorial/Cardozo,3.75
Capitol Heights,Glenmont,6.0
Capitol Heights,Franconia-Springfield,6.0
Capitol Heights,L'Enfant Plaza,3.35
Capitol Heights,Navy Yard-Ballpark,3.4
Capitol Heights,Clarendon,4.7
Capitol Heights,Greenbelt,5.6
Capitol Heights,NoMa-Gallaudet U,3.6
Capitol Heights,McLean,6.0
Capitol Heights,Woodley Park-Zoo/Adams Morgan,4.15
Capitol Heights,Shaw-Howard U,3.65
Capitol Heights,Federal Triangle,3.5
Capitol Heights,Tysons Corner,6.0
Capitol Heights,Federal Center SW,3.25
Capitol Heights,New Carrollton,3.8
Capitol Heights,Friendship Heights,5.0
Capitol Heights,Huntington,5.4
Capitol Heights,King St-Old Town,5.05
Capitol Heights,Crystal City,4.1
Capitol Heights,White Flint,6.0
Capitol Heights,Takoma,4.8
Capitol Heights,Smithsonian,3.45
Capitol Heights,Bethesda,5.4
Capitol Heights,Shady Grove,6.0
Capitol Heights,Prince George's Plaza,4.6
Capitol Heights,Dunn Loring-Merrifield,6.0
Capitol Heights,Judiciary Square,3.5
Capitol Heights,Stadium-Armory,2.5
Capitol Heights,Gallery Pl-Chinatown,3.45
Capitol Heights,Brookland-CUA,3.9
Capitol Heights,Eastern Market,2.9
Capitol Heights,Van Ness-UDC,4.5
Capitol Heights,Rockville,6.0
Capitol Heights,Greensboro,6.0
Capitol Heights,Rhode Island Ave-Brentwood,3.75
Capitol Heights,Fort Totten,4.25
Capitol Heights,West Falls Church-VT/UVA,6.0
Capitol Heights,Columbia Heights,3.95
Capitol Heights,Suitland,4.05
Capitol Heights,Eisenhower Avenue,5.25
Capitol Heights,Foggy Bottom-GWU,3.9
Capitol Heights,Ballston-MU,5.0
Capitol Heights,Pentagon City,4.05
Capitol Heights,Metro Center,3.55
Capitol Heights,Morgan Boulevard,2.25
Capitol Heights,Wheaton,6.0
Capitol Heights,Virginia Square-GMU,4.8
Capitol Heights,Addison Road-Seat Pleasant,2.25
Capitol Heights,Tenleytown-AU,4.8
Capitol Heights,Deanwood,2.7
Capitol Heights,Medical Center,5.65
Capitol Heights,Georgia Ave-Petworth,4.05
Capitol Heights,Dupont Circle,3.85
Capitol Heights,McPherson Square,3.65
Capitol Heights,Landover,3.4
Capitol Heights,Spring Hill,6.0
Capitol Heights,Ronald Reagan Washington National Airport,4.15
Capitol Heights,Benning Road,2.25
Capitol Heights,Farragut West,3.75
Capitol Heights,Twinbrook,6.0
Capitol Heights,Wiehle-Reston East,6.0
Capitol Heights,Cheverly,2.9
Rockville,Silver Spring,6.0
Rockville,Rosslyn,6.0
Rockville,Farragut North,5.55
Rockville,Southern Avenue,6.0
Rockville,West Hyattsville,6.0
Rockville,Congress Heights,6.0
Rockville,Archives-Navy Memorial-Penn Quarter,5.9
Rockville,Waterfront,6.0
Rockville,Grosvenor-Strathmore,2.7
Rockville,Minnesota Ave,6.0
Rockville,Braddock Road,6.0
Rockville,East Falls Church,6.0
Rockville,Capitol South,6.0
Rockville,Naylor Road,6.0
Rockville,Van Dorn Street,6.0
Rockville,Cleveland Park,4.85
Rockville,Court House,6.0
Rockville,Arlington Cemetery,6.0
Rockville,Mt Vernon Sq 7th St-Convention Center,5.85
Rockville,Pentagon,6.0
Rockville,Branch Ave,6.0
Rockville,Potomac Ave,6.0
Rockville,Union Station,6.0
Rockville,College Park-U of Md,6.0
Rockville,Forest Glen,6.0
Rockville,Anacostia,6.0
Rockville,Vienna/Fairfax-GMU,6.0
Rockville,Largo Town Center,6.0
Rockville,U Street/African-Amer Civil War Memorial/Cardozo,5.85
Rockville,Glenmont,6.0
Rockville,Franconia-Springfield,6.0
Rockville,L'Enfant Plaza,6.0
Rockville,Navy Yard-Ballpark,6.0
Rockville,Clarendon,6.0
Rockville,Greenbelt,6.0
Rockville,NoMa-Gallaudet U,6.0
Rockville,McLean,6.0
Rockville,Woodley Park-Zoo/Adams Morgan,5.05
Rockville,Shaw-Howard U,5.85
Rockville,Federal Triangle,5.85
Rockville,Tysons Corner,6.0
Rockville,Federal Center SW,6.0
Rockville,New Carrollton,6.0
Rockville,Friendship Heights,4.2
Rockville,Huntington,6.0
Rockville,King St-Old Town,6.0
Rockville,Crystal City,6.0
Rockville,White Flint,2.3
Rockville,Takoma,6.0
Rockville,Smithsonian,5.95
Rockville,Bethesda,3.7
Rockville,Shady Grove,2.25
Rockville,Prince George's Plaza,6.0
Rockville,Dunn Loring-Merrifield,6.0
Rockville,Judiciary Square,5.9
Rockville,Stadium-Armory,6.0
Rockville,Gallery Pl-Chinatown,5.8
Rockville,Brookland-CUA,6.0
Rockville,Eastern Market,6.0
Rockville,Van Ness-UDC,4.7
Rockville,Capitol Heights,6.0
Rockville,Greensboro,6.0
Rockville,Rhode Island Ave-Brentwood,6.0
Rockville,Fort Totten,6.0
Rockville,West Falls Church-VT/UVA,6.0
Rockville,Columbia Heights,5.85
Rockville,Suitland,6.0
Rockville,Eisenhower Avenue,6.0
Rockville,Foggy Bottom-GWU,5.85
Rockville,Ballston-MU,6.0
Rockville,Pentagon City,6.0
Rockville,Metro Center,5.75
Rockville,Morgan Boulevard,6.0
Rockville,Wheaton,6.0
Rockville,Virginia Square-GMU,6.0
Rockville,Addison Road-Seat Pleasant,6.0
Rockville,Tenleytown-AU,4.4
Rockville,Deanwood,6.0
Rockville,Medical Center,3.4
Rockville,Georgia Ave-Petworth,5.95
Rockville,Dupont Circle,5.4
Rockville,McPherson Square,5.75
Rockville,Landover,6.0
Rockville,Spring Hill,6.0
Rockville,Ronald Reagan Washington National Airport,6.0
Rockville,Benning Road,6.0
Rockville,Farragut West,5.8
Rockville,Twinbrook,2.25
Rockville,Wiehle-Reston East,6.0
Rockville,Cheverly,6.0
Greensboro,Silver Spring,6.0
Greensboro,Rosslyn,4.4
Greensboro,Farragut North,5.15
Greensboro,Southern Avenue,6.0
Greensboro,West Hyattsville,6.0
Greensboro,Congress Heights,6.0
Greensboro,Archives-Navy Memorial-Penn Quarter,5.25
Greensboro,Waterfront,5.5
Greensboro,Grosvenor-Strathmore,6.0
Greensboro,Minnesota Ave,6.0
Greensboro,Braddock Road,5.9
Greensboro,East Falls Church,3.05
Greensboro,Capitol South,5.6
Greensboro,Naylor Road,6.0
Greensboro,Van Dorn Street,6.0
Greensboro,Cleveland Park,5.35
Greensboro,Court House,4.15
Greensboro,Arlington Cemetery,4.6
Greensboro,Mt Vernon Sq 7th St-Convention Center,5.3
Greensboro,Pentagon,4.95
Greensboro,Branch Ave,6.0
Greensboro,Potomac Ave,5.95
Greensboro,Union Station,5.45
Greensboro,College Park-U of Md,6.0
Greensboro,Forest Glen,6.0
Greensboro,Anacostia,6.0
Greensboro,Vienna/Fairfax-GMU,3.9
Greensboro,Largo Town Center,6.0
Greensboro,U Street/African-Amer Civil War Memorial/Cardozo,5.35
Greensboro,Glenmont,6.0
Greensboro,Franconia-Springfield,6.0
Greensboro,L'Enfant Plaza,5.35
Greensboro,Navy Yard-Ballpark,5.7
Greensboro,Clarendon,4.0
Greensboro,Greenbelt,6.0
Greensboro,NoMa-Gallaudet U,5.6
Greensboro,McLean,2.25
Greensboro,Woodley Park-Zoo/Adams Morgan,5.25
Greensboro,Shaw-Howard U,5.35
Greensboro,Federal Triangle,5.15
Greensboro,Tysons Corner,2.25
Greensboro,Federal Center SW,5.45
Greensboro,New Carrollton,6.0
Greensboro,Friendship Heights,5.55
Greensboro,Huntington,6.0
Greensboro,King St-Old Town,6.0
Greensboro,Crystal City,5.2
Greensboro,White Flint,6.0
Greensboro,Takoma,6.0
Greensboro,Smithsonian,5.2
Greensboro,Bethesda,5.8
Greensboro,Shady Grove,6.0
Greensboro,Prince George's Plaza,6.0
Greensboro,Dunn Loring-Merrifield,3.4
Greensboro,Judiciary Square,5.3
Greensboro,Stadium-Armory,6.0
Greensboro,Gallery Pl-Chinatown,5.2
Greensboro,Brookland-CUA,5.95
Greensboro,Eastern Market,5.75
Greensboro,Van Ness-UDC,5.4
Greensboro,Capitol Heights,6.0
Greensboro,Rockville,6.0
Greensboro,Rhode Island Ave-Brentwood,5.8
Greensboro,Fort Totten,6.0
Greensboro,West Falls Church-VT/UVA,3.05
Greensboro,Columbia Heights,5.45
Greensboro,Suitland,6.0
Greensboro,Eisenhower Avenue,6.0
Greensboro,Foggy Bottom-GWU,4.75
Greensboro,Ballston-MU,3.75
Greensboro,Pentagon City,5.0
Greensboro,Metro Center,5.1
Greensboro,Morgan Boulevard,6.0
Greensboro,Wheaton,6.0
Greensboro,Virginia Square-GMU,3.9
Greensboro,Addison Road-Seat Pleasant,6.0
Greensboro,Tenleytown-AU,5.45
Greensboro,Deanwood,6.0
Greensboro,Medical Center,6.0
Greensboro,Georgia Ave-Petworth,5.65
Greensboro,Dupont Circle,5.15
Greensboro,McPherson Square,5.0
Greensboro,Landover,6.0
Greensboro,Spring Hill,2.25
Greensboro,Ronald Reagan Washington National Airport,5.35
Greensboro,Benning Road,6.0
Greensboro,Farragut West,4.9
Greensboro,Twinbrook,6.0
Greensboro,Wiehle-Reston East,3.3
Greensboro,Cheverly,6.0
Rhode Island Ave-Brentwood,Silver Spring,3.05
Rhode Island Ave-Brentwood,Rosslyn,2.9
Rhode Island Ave-Brentwood,Farragut North,2.35
Rhode Island Ave-Brentwood,Southern Avenue,3.55
Rhode Island Ave-Brentwood,West Hyattsville,2.4
Rhode Island Ave-Brentwood,Congress Heights,3.35
Rhode Island Ave-Brentwood,Archives-Navy Memorial-Penn Quarter,2.25
Rhode Island Ave-Brentwood,Waterfront,2.55
Rhode Island Ave-Brentwood,Grosvenor-Strathmore,4.85
Rhode Island Ave-Brentwood,Minnesota Ave,3.15
Rhode Island Ave-Brentwood,Braddock Road,4.25
Rhode Island Ave-Brentwood,East Falls Church,4.35
Rhode Island Ave-Brentwood,Capitol South,2.45
Rhode Island Ave-Brentwood,Naylor Road,3.7
Rhode Island Ave-Brentwood,Van Dorn Street,5.3
Rhode Island Ave-Brentwood,Cleveland Park,2.85
Rhode Island Ave-Brentwood,Court House,3.25
Rhode Island Ave-Brentwood,Arlington Cemetery,3.1
Rhode Island Ave-Brentwood,Mt Vernon Sq 7th St-Convention Center,2.25
Rhode Island Ave-Brentwood,Pentagon,3.05
Rhode Island Ave-Brentwood,Branch Ave,4.5
Rhode Island Ave-Brentwood,Potomac Ave,2.65
Rhode Island Ave-Brentwood,Union Station,2.25
Rhode Island Ave-Brentwood,College Park-U of Md,3.35
Rhode Island Ave-Brentwood,Forest Glen,3.55
Rhode Island Ave-Brentwood,Anacostia,2.95
Rhode Island Ave-Brentwood,Vienna/Fairfax-GMU,6.0
Rhode Island Ave-Brentwood,Largo Town Center,4.75
Rhode Island Ave-Brentwood,U Street/African-Amer Civil War Memorial/Cardozo,2.25
Rhode Island Ave-Brentwood,Glenmont,4.5
Rhode Island Ave-Brentwood,Franconia-Springfield,6.0
Rhode Island Ave-Brentwood,L'Enfant Plaza,2.35
Rhode Island Ave-Brentwood,Navy Yard-Ballpark,2.6
Rhode Island Ave-Brentwood,Clarendon,3.4
Rhode Island Ave-Brentwood,Greenbelt,4.05
Rhode Island Ave-Brentwood,NoMa-Gallaudet U,2.25
Rhode Island Ave-Brentwood,McLean,5.4
Rhode Island Ave-Brentwood,Woodley Park-Zoo/Adams Morgan,2.7
Rhode Island Ave-Brentwood,Shaw-Howard U,2.25
Rhode Island Ave-Brentwood,Federal Triangle,2.25
Rhode Island Ave-Brentwood,Tysons Corner,5.6
Rhode Island Ave-Brentwood,Federal Center SW,2.35
Rhode Island Ave-Brentwood,New Carrollton,4.5
Rhode Island Ave-Brentwood,Friendship Heights,3.55
Rhode Island Ave-Brentwood,Huntington,4.75
Rhode Island Ave-Brentwood,King St-Old Town,4.4
Rhode Island Ave-Brentwood,Crystal City,3.3
Rhode Island Ave-Brentwood,White Flint,5.25
Rhode Island Ave-Brentwood,Takoma,2.6
Rhode Island Ave-Brentwood,Smithsonian,2.35
Rhode Island Ave-Brentwood,Bethesda,4.0
Rhode Island Ave-Brentwood,Shady Grove,6.0
